,Date Created,Number of Likes,Source of Tweet,Tweets
440,2023-04-27 11:08:12+00:00,16660,,"I teach men to become filthy rich.

You can be an actor - but they still have you by the balls.

He agrees with me, but backtracks like ickle pussybowy or he gets FIRED.

Money is ULTRA important to escape the slave mind.

Learn what you need to escape: https://t.co/iL1xdutuQB"
441,2023-04-27 11:06:07+00:00,94959,,Pussy. https://t.co/CsZ0yZpt1U
442,2023-04-27 10:17:16+00:00,12335,,Haram. https://t.co/T4dwYH29rO
443,2023-04-27 10:08:13+00:00,18280,,@TuckerCarlson G
444,2023-04-27 09:52:06+00:00,22194,,"I leave my heart with the people I love.

I keep my two eyes on the enemy and my soul belongs to god.

Its a matter of time."
445,2023-04-26 22:46:07+00:00,102998,,My G. https://t.co/8FCl3Em2po
446,2023-04-26 14:40:46+00:00,21463,,"Imagine there was a society of men who constantly and perpetually succeeded in all realms.

https://t.co/l3dgAIiUia https://t.co/WnBGYHMKWK"
447,2023-04-26 11:07:01+00:00,13463,,@latestinspace Akido.
448,2023-04-26 10:50:44+00:00,26737,,@AltcoinGordon She better have or no dinner tonight.
449,2023-04-26 10:49:24+00:00,141996,,"My daughter got in trouble at nursery for hitting a little boy in the face with a toy car when he tried to hug her. 

….

😏"
450,2023-04-26 07:30:23+00:00,155547,,"Caffeine and nicotine.

Breakfast of champions. https://t.co/npzY0w09hN"
451,2023-04-25 19:57:51+00:00,29274,,"""I do good in the world and seek to help those less fortunate than myself”

- Tenet 34

Learn more:
https://t.co/PUzX8gxHpc https://t.co/qt0eRuqFTX"
452,2023-04-25 13:33:40+00:00,13480,,"Its the best feeling in the world.

Deciding you wanted to be a super hero and then becoming a super hero."
453,2023-04-25 11:07:31+00:00,42396,,Like getting a girlfriend from a nightclub.
454,2023-04-25 11:02:48+00:00,2127,,"@evasavagiou Do not be proud of dishonesty.

Repent."
455,2023-04-25 10:54:57+00:00,25707,,Her eyes are like a lie machine.
456,2023-04-25 08:31:24+00:00,249218,,"Because I tell young men to question everything, work hard, go to the gym, get as rich as possible, never quit, respect themselves and that all the pain will be worth it in the end.
 
I am banned from being discussed in schools around the world. 

The British government has an active campaign to not only ban me, but is planning to incriminate me for hate speech.

I am banned from almost all social media.

I am banned from having a bank account.

I am banned from Airbnb, Uber, Discord, Spotify. Im banned from basically any app on the appstore.

I was put in Jail. In a hole. To rot.

But if I cut my dick off and wore a dress and told men to do the same, I wouldn't be seen as poisonous to the minds of the youth.

I would be PROMOTED and EMBRACED.

Its very clear that the people who are against me are afraid that I am teaching men to be GOOD men.

Theyre afraid of me being so influential because they dont want me to HELP men be GOOD.

The logical extension is that my enemies are simply evil. 

It is good vs evil.

It is God against Satan.

It is the battle for humanity."
457,2023-04-24 16:52:48+00:00,17238,,"The Matrix fires an irreplaceable, brave enough to tell the truth, from the good side.

To cover its tracks, It fires a super replaceable mouthpeace from the bad side.

""Theres no agenda""

First mans information is never replaced.

Second mans ""information"" continues as normal."
458,2023-04-24 16:12:06+00:00,36882,,"Matrix Attack.

@TuckerCarlson"
459,2023-04-24 15:58:05+00:00,82014,,"""Andrew why did you convert to Islam?"""
460,2023-04-24 15:49:07+00:00,3401,,"@RealCandaceO MSM has gone from done, to DONE."
461,2023-04-24 15:46:33+00:00,29665,,"The reason I work so hard when I make over 10 million dollars a month is because I simply love brotherhood and teamwork. I dont need money.

Theres nothing id rather do than work towards a goal with likeminded brothers.

ONLY UP."
462,2023-04-24 13:41:56+00:00,70472,,"""The better versions of me already walk the planet. Love was my link to the future."" - Emory Tate https://t.co/sByzfurcEt"
463,2023-04-23 22:49:11+00:00,37718,,"Stop living for other people because when you win, they win - and everybody wants some of the prize. 

But when you lose? 

You take that L on your own."
464,2023-04-23 21:48:03+00:00,24655,,"At my level.

Women come to take.

They dont come to give.

The insta baddie youre chasing is chasing me.

And I ignore her."
465,2023-04-23 16:43:46+00:00,15289,,"Very useful. 

Wish it was blasting me about Covid a few years ago. 

To keep me safe 

#EmergencyAlerts https://t.co/XTE4gCu6mL"
466,2023-04-23 15:52:04+00:00,2324,,"@TopGirlKeiko Hoe to God fearing.

Well travelled."
467,2023-04-23 13:22:34+00:00,12913,,If youre not her super hero - youll never be happy.
468,2023-04-23 09:07:19+00:00,34260,,@RyanGarcia Proud of you G
469,2023-04-23 09:06:08+00:00,116369,,"Any twitter account I see mocking Ryan Garcia is getting blocked. 

Unless youve been in the ring yourself, you are not qualified to say a WORD. 

Always a coward who has so much to say from outside the gladiator pit.

The worst types of people."
470,2023-04-22 21:55:12+00:00,18674,,She whanna suck pon di success.
471,2023-04-22 13:01:33+00:00,16339,,"@ExRhenum I went to jail and when I came out liver king had vanished. What happened?

he got caught with PEDs then what"
472,2023-04-22 12:19:36+00:00,21486,,@DailyLoud Two weeks.
473,2023-04-22 10:48:04+00:00,9818,,"Cold reality is that what he wants is no problem for her besides her ego. If she could drop it, hed be happy.

But what she wants DOES rob him of his manhood.

Women who obey the man very rarely lose.

Men who obey the woman always end up half a man."
474,2023-04-22 10:44:43+00:00,39882,,"Men are simple.

If hes not seen as your super hero.

He will always be tempted to go and rescue someone else.

Whatever it takes to be called a super hero."
475,2023-04-21 19:48:53+00:00,11044,,"The Real World eventually invades and destroys The Matrix. 

Join us: https://t.co/t5YXtUban5"
476,2023-04-21 15:02:17+00:00,45449,,"There are two kinds of women.

1) Women who think youre so special she CAN NOT replace you with another man. You are one of a kind. 

Its you... or NOBODY.

2) Women who will eventually cheat on you.

Be careful who you choose."
477,2023-04-21 13:52:50+00:00,28210,,"Wait.. so its twitter, but I cant say what I want AND I get banned??

SIGN ME UP!!!!"
478,2023-04-21 13:06:58+00:00,51792,,"Email I just got. 

“People told me I was brainwashed by Tate and I said:

I don’t mind being brainwashed by Tate if it means question everything, work hard, go gym, get as rich as possible, never quit, respect myself and that all the pain will be worth it in the end”"
479,2023-04-21 08:27:20+00:00,185641,,"Court in an hour. 

I trust god because he knows best. 

Maybe I need more hell. 

Send me to jail. https://t.co/0BTvnyLcGS"
480,2023-04-20 22:01:06+00:00,2123,,@ShaykhSulaiman @TateTheTalisman 🙏🏼🙏🏼🙏🏼
481,2023-04-20 18:56:12+00:00,10675,,Selassie nah know dem.
482,2023-04-20 17:53:07+00:00,1735,,@LawyergirlKeiko @BuzzFeedNews @Matt_A_Shea 😂
483,2023-04-20 17:47:10+00:00,7120,,"Buzz feed did a massive hit piece on The Real World because when someone asks to cancel in the main chat everyone replies with 🌈 and “Have Fun Staying Poor!” 

Buzz feed did a huge piece as if that’s somehow. 

1) my fault 
2) not funny

Join here: https://t.co/0wFTUaN1cv"
484,2023-04-20 17:26:00+00:00,10289,,Buy Buzzfeed News and turn it around?
485,2023-04-20 17:25:01+00:00,23043,,"Fire all the staff instantly.

""He/him Robert.

Lord Tate has fired you for being a liberal mega dork.

Company policy states we must terminate all of the D.N.G's

Dork Nerd Geeks.

You have been demoted in the game of life from wagey, to brokey.

Andrew is of course worth hundreds of millions has 35 super cars and a yacht and a plane and big muscles and is sexy and funny and tall and brilliant in every way.

Kind Regards.

Management"""
486,2023-04-20 17:14:58+00:00,29913,,Brokies
487,2023-04-20 15:49:00+00:00,21973,,"You face war Emotionally Physically and Spiritually.

These must all be supported by your closest.

Now.

Stop for a second.

Put your dick away.

Then answer.

What does she actually DO for you?"
488,2023-04-20 14:49:11+00:00,35574,,"I am experiencing brutal nightmares.

God is preparing me, to ensure I am not surprised on the battlefield."
489,2023-04-20 11:39:28+00:00,36895,,"Any man whos afraid to professionally fight isnt allowed to discuss mindset on the timeline.

Cowards."
490,2023-04-20 11:36:19+00:00,14569,,"There has never been a king, at anypoint in human history, who wasnt attacked by his enemies.

I could have avoided the pain... if I didnt want to be the king.

But I am not a coward. 

Kill me.

The world will still be mine."
491,2023-04-20 11:18:34+00:00,17014,,"Street wife, jeans tight - beautiful skin. &lt;3"
492,2023-04-19 19:17:31+00:00,38408,,"You’re surrounded by people. 

Find the bad ones and expel them. 

But when you find the good ones?

Treasure them. Be as kind and generous and compassionate as you can possibly be. 

Humans need each other. 

Disagree?

Try solitary."
493,2023-04-19 18:54:12+00:00,17548,,"In my next email, I will be destroying anyone and everyone who sells anything on the internet besides me. 

Don’t miss it.

Sign up for free here: https://t.co/t5YXtUban5"
494,2023-04-19 16:14:09+00:00,37930,,"@elonmusk @RichardGrenell Because it was all bullshit :)

Incase anyone missed the point."
495,2023-04-19 12:34:51+00:00,4904,,@Zayn1888 @GretaThunberg 🫡
496,2023-04-19 11:38:57+00:00,55126,,"I am on precisely zero steroids or TRT of ANY KIND. NEVER HAVE BEEN. Never taken them in my life, ever.

I am a man who eats once a day and trains. THAT IS ALL. I swear this before GOD.

I will take and pass ANY TEST, try me.

Accept i am a genetic specimen of absolute brilliance. Gods soldier. Powerful beyond belief.

I do not need drugs. I am not you.

I am me."
497,2023-04-19 11:18:02+00:00,219412,,GM. https://t.co/VVn4ZjUJ2E
498,2023-04-19 11:06:09+00:00,42194,,"@Thecobraandrea I actually do not eat pork anymore. Avoided it even in jail, where 80% of the meat was pork. Went without protein.

My pizza had tomatoes on it. Not pork of any kind.

And I only ate one slice for the video. 

Let them hate. Let them.

We remain invincible."
499,2023-04-18 18:03:14+00:00,37092,,@Morpheusresist Im so fucking cool.
500,2023-04-18 10:02:46+00:00,26843,,#ClimateScam
501,2023-04-18 09:32:00+00:00,171515,,Do it. I don’t live in fear. https://t.co/Ar4IveUoex
502,2023-04-17 17:02:48+00:00,78339,,"There are 2.5million people on my email list.

I have been offered 30,000,000 to email out a crypto and pump it.

I said no.

I refuse to scam. Refuse.

I do not sell my soul like everybody else did."
503,2023-04-17 16:09:43+00:00,8377,,"This could be avoided if more people understood what incorrigible means and paid close attention.

But we all know that people are dumb... and do not listen.

Therefore, I have to limit myself to convey brilliant ideas to the average minds."
504,2023-04-17 16:08:45+00:00,18281,,"As the best speaker on earth, I convey ideas on a macro, but also a micro, through an extremely specific selection of vocabulary.

I no longer use the word incorrigible, as in normal speech, it sounds almost identical to encourageable.

Their meanings are different enough to destroy a point completely."
505,2023-04-17 13:51:53+00:00,11076,,"If you dont admit your mistakes, and feel the deep pain of sin, youre simply going to do it again."
506,2023-04-17 13:46:29+00:00,63079,,@edw4rs No I didnt. Who are you?
507,2023-04-17 13:14:38+00:00,20014,,"The truth is.

In mortal kombat, I would destroy a singular wolf. Decimation.

I am one of the most powerful humans on the planet.

And he knows it.

Thats why he loves me.

Respect and love go hand in hand."
508,2023-04-17 13:11:47+00:00,97444,,"First time seeing my wolf in 6 months. Was in dubai then jail. 

Heard he’s acting up. 

Let’s see how brave he is around the top G. 

A little love and I’m sure he will be fine ❤️ https://t.co/FWKUHLo4Nx"
509,2023-04-17 12:16:47+00:00,1964,,@TopGirlKeiko 100%
510,2023-04-17 10:35:57+00:00,45480,,"Successful relationships aren’t about two healed people coming together.  

Everybody is some level of broken.  

They’re about two unhealed people learning to love beyond survival mode, not expecting perfection, honouring each others humanity and creating a safe space for freedom and mutual evolution."
511,2023-04-17 07:56:58+00:00,7011,,"I support good and honest governments and I will obey only their laws

Tenet 10

https://t.co/VUF02dFCu3"
512,2023-04-17 05:18:12+00:00,49837,,"Didnt work, i dont care."
513,2023-04-17 05:18:02+00:00,53667,,Today im going to try my very best to give a shit about climate change.
514,2023-04-16 23:19:51+00:00,50088,,"After tweeting this, thousands of people from Chicago replied something along the lines of:

“Shut up, You wouldn’t last a day here without getting shot or robbed” as some sort of defence. 

Kinda proves my point completely doesn’t it?

So we agree Chicago is a crime ridden dump?"
515,2023-04-16 21:40:34+00:00,46877,,Not today Satan. https://t.co/OrEWAi2APC
516,2023-04-16 20:12:21+00:00,7003,,@EndWokeness White males. cancel.
517,2023-04-16 19:56:41+00:00,5535,,@MorpheusCentral I was.
518,2023-04-16 18:53:01+00:00,79091,,"Ive been thinking long and hard and its time to admit I was wrong.

I thought id be totally fine.

But that clearly isnt the case and in light of the insurmountable evidence and real world experience I am forced to change my mind.

I want to get the Covid vaccine."
519,2023-04-16 18:49:12+00:00,7374,,@EndWokeness They fear the real god.
520,2023-04-16 18:27:15+00:00,21848,,"No days off. No sick pay.

Being a badman is a full time job."
521,2023-04-16 17:32:23+00:00,335,,@Thecobraandrea FIYA
522,2023-04-16 17:31:50+00:00,18714,,"Quitters cannot be saved.

If God himself gave a quitter a guarantee of one billion dollars upon the completion of a task.

The quitter would still find a way to end up broke.

If you won’t quit, click here:
https://t.co/HslaC5KiS6 https://t.co/qNWjAyL8WN"
523,2023-04-16 16:47:38+00:00,31714,,"I used to get mad when auto correct would say duck off instead of fuck off.

But now I understand god doesnt want me to swear anymore.

I will legitimately you to duck off and MEAN it.

I will tell you to duck off before I smash your face in.

🦆"
524,2023-04-16 16:17:19+00:00,63089,,"25,000,000 usd will be donated this year. 

Let the haters talk endless false virtue and help precisely nobody while pretending to ""care"" that im ""dangerous""

They only hate on me for clicks, in an attempt to get money for their failing careers.

Im going to save the world."
525,2023-04-16 16:01:36+00:00,4128,,@UnchartedFather You look very different to a few years ago. Congrats.
526,2023-04-16 15:35:15+00:00,11782,,"The absolute BEST to ever do it.

Gods favourite.

Gorgeous and sounds like an actual angel.

Nobody has ever done it better. 

Leona is under rated, Whitney is good.

But pure voice Mariah is Tip Top.

https://t.co/sIDEMbdUJK"
527,2023-04-16 15:11:55+00:00,32492,,I been too damn good for too damn long.
528,2023-04-16 14:34:24+00:00,20087,,@elonmusk @Apoctoz They dont have better NPCs
529,2023-04-16 13:24:50+00:00,86362,,"Imagine living in Chicago on purpose. BY CHOICE.

Seriously, imagine being a full grown adult.

And waking up in fucking CHICAGO.

Looking at the entire globe, then looking around you at the shithole you reside in.

And saying ""Yes. I want to live here :)""

🤡🤡🤡🤡🤡🤡🤡🤡"
530,2023-04-16 13:08:57+00:00,37107,,https://t.co/cQ9UD33Gb5
531,2023-04-16 11:27:10+00:00,21407,,Your mind can be freed more than once.
532,2023-04-16 07:16:53+00:00,4494,,https://t.co/Ibjo5wNzMR
533,2023-04-16 04:49:27+00:00,446,,"@ukdrillings @TateTheTalisman The matrix attacked you. And it sounds like they defeated you. 

Doing what’s right isn’t about money."
534,2023-04-16 04:36:13+00:00,26606,,https://t.co/I9ZIR5I6Qv
535,2023-04-16 04:12:19+00:00,3209,,@HassanShibly @TheDeenShow @Tam_Khan Loved what you said about growth through our trials. 100%
536,2023-04-16 02:46:07+00:00,38669,,"Allah requires your tolerance to show dignity and kindness.

Yet, 

Shaytan requires your tolerance for wickedness to take place.

Study hard. Reflect. Listen to those you respect.

Evil will try to abuse everything good about you, but you must remain good. 

Do you understand?"
537,2023-04-16 02:30:27+00:00,30624,,"It is not praiseworthy to dilute your deen. 

🙏🏼 ☪️ 🕌"
538,2023-04-16 02:29:09+00:00,5489,,"@Itsdeszert It is not praise worthy to dilute your deen. 

☪️"
539,2023-04-15 21:23:16+00:00,29279,,"Your brain is hooked on what the Matrix has been force feeding you for years. 

Pay attention. 

It doesn’t even feel good anymore."
540,2023-04-15 19:27:36+00:00,34868,,Air uber. https://t.co/v7xCSvaD9U
541,2023-04-15 18:26:06+00:00,3600,,@tragicbirdapp G
542,2023-04-15 18:25:14+00:00,21627,,"I write everything myself. 

Chat SMD."
543,2023-04-15 18:00:14+00:00,61180,,"@elonmusk Twitter is the media now Elon.

The old Matrix controlled mechanisms are failing in real time. 

The slavery they dream of is being exposed in REAL TIME.

Your decision to buy this platform was more important for the longevity of the human race than Space X."
544,2023-04-15 16:39:23+00:00,74981,,"Keith never returned to school. His friend stopped taking the bus.

In all my years of school, I never had to break another lunch box.

My dad never ever saved me from anything.

He sent me to fight. Alone

RIP Emory Tate"
545,2023-04-15 16:39:22+00:00,28290,,"“I’ll buy you as many of these as you need, son”

We went home. A normal evening.

But I was too scared to sleep.

The next day I sat at the back of the bus.

Ready to swing. To fight. Both of them. Head on.

But the kids didn’t come.

But I never saw those kids again."
546,2023-04-15 16:39:22+00:00,23625,,"He turned around when I came in and saw the broken lunch box…

He stood up and said.

“Get in the car”.

The ride was silent. He didn’t ask me what happened.

He took me to Walmart and asked me to pick a new one.

I picked the same one I had before."
547,2023-04-15 16:39:21+00:00,24012,,"When I got back I held a handle and a piece of shattered plastic.

Barely resembling the square it was

My dad was in the same place as was when I left

Lotus position

Still playing himself at chess

He would play himself for hours and hours. Trying to defeat his own mind."
548,2023-04-15 16:39:21+00:00,21571,,"I remember his screams. And the look of pure horror on his friend’s face.

I sprinted and ran straight off the bus.

The cut was deep. The blood thick. He will be scared for life to this day.

I ran so fast I didn’t notice that my lunch box had actually shattered."
549,2023-04-15 16:39:20+00:00,22227,,"I sat in silence. Stinging face

A few mins later at my stop - I stood and swung my plastic Batman lunchbox as hard as I could

I caught the kid right above his eye. Keith was his name

And like a boxer’s cut from a prize fight

His eyelid began squirting blood all over the bus"
550,2023-04-15 16:39:20+00:00,26876,,"That afternoon on the ride home they started as usual. Pulling my backpack from behind and calling me names.

I sat there and didn’t say anything. Hoping they’d stop.

10min in one slapped me on the side of my face.

I remember the sting to this day. And my ear was ringing."
551,2023-04-15 16:39:19+00:00,31757,,"“Your lunch box is sharp son. Go to school”

I was too afraid not to listen to my father. So I obeyed

He didn’t give sympathy. Didn’t even seem to care. Didn’t show remorse. Didn’t ask the kids’ names. Nothing.

It was here I realized no one was going to save me. It was up to me"
552,2023-04-15 16:39:19+00:00,85912,,"When I was 8 years old.

A couple of 10-year-olds used to bully me on the school bus.

One day I started crying to my dad saying I didn’t want to get the bus.

I told him why.

He sat, drinking whiskey and playing chess at 9 am.

Didn’t even look at me cry.

He replied…"
553,2023-04-15 14:58:07+00:00,11925,,harder di bakkle sweeta di victree
554,2023-04-15 14:27:18+00:00,10138,,"Im a big man. I eat one a day.

How can you need more than one, max two good meals a day.

If im built like I am and eating once a day without snacks?"
555,2023-04-15 13:55:12+00:00,91842,,https://t.co/zNlZt3LZhD
556,2023-04-15 12:56:26+00:00,8459,,"I utterly disapprove of violence within romantic or familial relationships

Tenet 9

https://t.co/vtfqiKGIml"
557,2023-04-15 12:25:10+00:00,15681,,"I run out of patience.

I run out of tolerance.

I run out of temperance.

Then its a skilful and brilliant counterattack. 

Funded with worldly treasures and the strength of God.

I dont run out of money."
558,2023-04-15 11:28:01+00:00,8981,,@SameeraKhan Complete losers.
559,2023-04-15 11:13:36+00:00,23426,,"“And every soul will come, with it a driver and a witness.” 
 
Surah Qaf Ayat 21"
560,2023-04-15 09:51:55+00:00,75858,,"Oldest friend of @TateTheTalisman

Worked hard for 10 yrs, his wife divorced, took the house and he had to sell his BMW

Met last month for first time in years, he was catching ubers

So I grabbed him a 150k Porsche

Used but instantly available

Female system can’t hurt my friends"
561,2023-04-14 20:55:33+00:00,13492,,@elonmusk @zerohedge G
562,2023-04-14 20:16:18+00:00,28619,,Agents. https://t.co/wbHx2Wts3I
563,2023-04-14 17:53:47+00:00,2137,,@TopGirlKeiko The Real World.
564,2023-04-14 17:52:20+00:00,5968,,"@RealCandaceO Every super power can be reverse engineered.

The masculine propensity to protect and be violent in the name of righteousness. This is an IMPORTANT mechanism, but can be commandeered for evil.

Females superpower is empathy. Hijacked via MSM - Clown world agenda implemented."
565,2023-04-14 13:13:26+00:00,29335,,"“Whoever does a good deed – it is for himself; and whoever does evil – it is against the self. Then to your Lord you will be returned.” 

Surah Jathiya Ayat 15"
566,2023-04-14 12:20:12+00:00,3479,,"@TopGirlKeiko As you desire. Shes blocked.

Another nobody bites the dust."
567,2023-04-14 12:02:41+00:00,11005,,"@catturd2 What did he release, cant find it"
568,2023-04-14 10:56:10+00:00,14362,,Agent Smith.
569,2023-04-14 10:23:50+00:00,5676,,This is why I offer salvation... access to The Real World.
570,2023-04-14 10:14:29+00:00,843,,@Bushra1Shaikh @CharlotteFLit @GBNEWS She’s a fan. https://t.co/93FPbfJ9nj
571,2023-04-14 10:08:21+00:00,159453,,@News247Ug My G.
572,2023-04-14 10:05:37+00:00,27327,,"The name Tate comes from the Tate and Lyle sugar plantation. 

My fathers ancestors were slaves. 

An explanation for my inimitable sweetness."
573,2023-04-14 09:35:41+00:00,17457,,"Prepare a map to paradise. 

Car keys to a Ferrari, full tank of gas. 

Even include a snack for the trip. 

And most people still wouldn’t bother with the drive.

“It’s too far”"
574,2023-04-14 08:32:04+00:00,8812,,"I believe that men have the sacred duty to raise kind feminine and virtuous daughters

Tenet 8

https://t.co/N5u7otcMLO"
575,2023-04-14 03:58:41+00:00,92981,,"This is Sam Smith. 

Why does he need to literally worship the devil as openly and abhorrently as possible to sing his songs?"
576,2023-04-13 17:16:39+00:00,10100,,"@Bushra1Shaikh @GBNEWS @DawnNeesom @CarverEmily Its amazing, the people who dislike me dont even know my views."
577,2023-04-13 16:37:40+00:00,25382,,Watch out. OG from day.
578,2023-04-13 16:16:22+00:00,148412,,https://t.co/OGMeV3xzWv
579,2023-04-13 14:04:30+00:00,15366,,https://t.co/OBij4AHbQD
580,2023-04-13 12:02:22+00:00,41881,,"I’ve seen her face 10,000 times but for some reason I’m not sure what Shakira looks like. 

I know that sounds strange. 

I feel like I could walk past her on the street and not recognise her at all."
581,2023-04-13 11:39:45+00:00,57805,,Its the symbol of truth.
582,2023-04-13 10:16:43+00:00,22029,,"“Indeed, those who believe and do righteous deeds – for them is a reward uninterrupted.” 

Fussilat Ayat 8"
583,2023-04-13 09:18:46+00:00,126792,,"Women:

You dont get married for instagram.

You dont get married to spend money.

You dont get married to annoy your ex.

You dont get married for fun, or freedom.

You get married to BELONG to and DEDICATE yourself to your man.

Are you really ready?"
584,2023-04-13 07:59:52+00:00,18133,,"You don’t resist because they’ve made you believe their world is all you deserve. 

You don’t believe in yourself anymore."
585,2023-04-12 19:57:25+00:00,44367,,You must purify your wealth by giving a percentage of it each year to charity. https://t.co/zawUOUjLhE
586,2023-04-12 18:05:56+00:00,110567,,https://t.co/valhg38Zky
587,2023-04-12 16:52:30+00:00,52275,,https://t.co/ER87Zo75i0 https://t.co/gUYOTJY5A6
588,2023-04-12 14:45:46+00:00,8635,,Relentlessly.
589,2023-04-12 12:50:32+00:00,69934,,What will the Matrix try next?
590,2023-04-12 12:47:35+00:00,5004,,@rumblevideo G
591,2023-04-12 11:25:22+00:00,28528,,"“O my people, this worldly life is only [temporary] enjoyment, and indeed, the Hereafter – that is the home of [permanent] settlement.” 

Surah Ghafir Ayat 81"
592,2023-04-12 10:07:06+00:00,21299,,"Your life isn’t a life. 

At some point you gave up looking for something real."
593,2023-04-12 07:29:05+00:00,8715,,"I believe that men have the sacred duty to raise strong capable and honorable sons.

Tenet 7

https://t.co/NPDJLPhHRz"
594,2023-04-12 06:21:45+00:00,6971,,https://t.co/r5FjFQOZb2
595,2023-04-11 21:16:17+00:00,48953,,"2 years ago I walked into a new barber shop and they said

“How do you want your hair cut?”

It reminded me of this story.

And I told them to shave it all off.

Nobody gives a fuck about my hair.

They care what kinda man I am.

RIP Emory Tate. https://t.co/daTnzlvYE9"
596,2023-04-11 21:16:16+00:00,18174,,"He was totally right.

I look back now and THANK him.

What good comes from a 13-year-old boy giving a fuck about his haircut?

ZERO.

My mother’s intentions were pure. But she’s a FEMALE.

This is very normal female behavior.

Son with his cute haircut. But it’s unimportant."
597,2023-04-11 21:16:16+00:00,11449,,"My mother complained about how crazy dad is and how it’s impossible to even speak around him without him losing his temper and going crazy.

“Forcing Andrew to shave his head” became a story mother would tell of how “insane” my dad was for years to come.

But guess what..."
598,2023-04-11 21:16:15+00:00,11269,,"I heard them on the phone.

Mum: you’re fucking crazy Emory why did you do that it’s only a fucking haircut I don’t want to see you ever again fuck off back to America

And that’s what dad did.

He left England."
599,2023-04-11 21:16:15+00:00,11565,,"I sat in the chair holding back tears as my head was shaved.

Afterwards dad said:

Your mother loves you and I love you.

Nobody in the world gives a fuck about your haircut. When you grow up you’ll see - they only care about what kinda man you are.

I went home. Mum went NUTS."
600,2023-04-11 21:16:15+00:00,9674,,"“Females fucking around with haircuts. You won’t be raised into a little bitch” he said.

We left the hotel and he marched me to a barber shop where he paid to have my head shaved.

I protested. Why? Dunno. Was a kid.

But I feared my dad. As if he was God himself."
601,2023-04-11 21:16:14+00:00,10628,,"Mum: your dad is crazy it’s only a haircut see why I can’t be around your dad anymore.

Next day dad calls the house and tells me to go to the hotel he’s staying at.

I go. We play chess.

“Your mother does the best she can. But she’s still a female” he said.

I didn’t reply."
602,2023-04-11 21:16:14+00:00,9223,,"My dad was a 0-100 kinda guy. From silence to SCREAMING out of nowhere.

Now mum's crying and tells dad to get out of the house or she’s calling the police.

Dad leaves. One hour into seeing him first time in a year."
603,2023-04-11 21:16:13+00:00,9133,,"Dad lost his mind.

What the fuck is wrong with you woman?

YOU'RE RAISING MY SON TO BE A BITCH? Crying about his haircut?

This is the kinda man you’re raising when I’m not around?

Mum started screaming back calling dad crazy and telling him to leave the house."
604,2023-04-11 21:16:13+00:00,14575,,"“I don’t like how they cut your hair Andrew”

I was a kid. My mother told me my hair was shit. What else am I gonna reply?

Me: me neither.

Mum: yes we won’t go there again

Me: can we go to the normal place next time?

Dad stands up from the couch: WHAT THE FUCK ARE YOU DOING?"
605,2023-04-11 21:16:12+00:00,14232,,"I was about 13. Dad had come to visit.

The day before he arrived mum took me to get a haircut at a place I didn’t normally go.

They cut it differently. Mum didn’t like it.

It was the first time I had seen dad in a year.

We were sitting in the living room."
606,2023-04-11 21:16:12+00:00,47621,,"I was raised by a single mother in England.

I wouldn’t call my mother particularly nice or soft.

In fact - my mother was mean and hard.

I usually saw my dad about once a year when he would visit and I remember one time they had a MASSIVE argument."
607,2023-04-11 19:33:54+00:00,5149,,"I respect war as all battle hardened men do.

A grim sobriety instilled by witnessing it’s most heinous form.

I do not lust for it.

Quite the opposite.

But it would be foolish to not prepare, and be very capable, for all of life’s certainties."
608,2023-04-11 19:21:16+00:00,11547,,"Since the dawn of time - kings were at war.

Empires breed conflict with opposing structures. Mine has.

The only way to avoid tribulation is to never be a king. Never feel glory.

If unimportant and cowardly enough, you may avoid battle for your lifespan.

A worm.

In the dirt."
609,2023-04-11 18:41:44+00:00,78369,,My unmatched perspicacity coupled with sheer indefatigability makes me a feared opponent in any realm of human endeavour. https://t.co/KXMD7q8drY
610,2023-04-11 18:19:18+00:00,43428,,A man’s ego is as fragile as a woman’s heart.
611,2023-04-11 17:37:47+00:00,25405,,"@FarisHammadi Youre an amazing teacher brother I read everything you post. 

Im new to islam but I am here to learn and your content is very helpful.

Thank you brother."
612,2023-04-11 17:35:37+00:00,16318,,"This is why you can not think negatively.

Ever."
613,2023-04-11 17:02:52+00:00,150585,,https://t.co/Mw8lgnnZTb
614,2023-04-11 13:38:18+00:00,32051,,"“So be patient. Indeed, the promise of Allah is truth. And let them not disquiet you who are not certain [in faith].” 

Ayat 60"
615,2023-04-11 12:46:21+00:00,1647,,@moneydropqueen Choo choo
616,2023-04-11 11:25:50+00:00,9127,,@T8_cobra_comics @TateTheTalisman Dm me
617,2023-04-11 11:25:34+00:00,1840,,@T8_cobra_comics @TateTheTalisman g
618,2023-04-11 10:58:29+00:00,31891,,"Your mind is how you perceive the world. 

If it’s in your mind. It’s real."
619,2023-04-11 09:40:24+00:00,7639,,"I believe men have the sacred duty to protect the innocence and sanctity of their children

and reserve the right and responsibility to raise their children as they see best

to ensure their long-term happiness and success

Tenet 6

https://t.co/KFMyRqOD60"
620,2023-04-11 08:47:54+00:00,44612,,I’ve never been hurt and not come back stronger. https://t.co/fjQROpjKml
621,2023-04-11 07:44:53+00:00,16631,,"There are various mediums to project truth.

Many beautiful colors of the rainbow.

Enjoy the entire spectrum.

https://t.co/Qb8CS97Z9N"
622,2023-04-10 19:12:59+00:00,80345,,Everyday 🤲🏽 https://t.co/XO6UOHMFM8
